S.N,Subject Name_ES,Password,BTE short name,Paper code,Group Name,Subject NameBTE,# Topics,# CLOs,CLO time,# PLOs,PLO Time,LABEL FORMULA,CLUSTER,CLUSTER
,,,WBBTE,ETCE-EM-S3,WBBTE_ETCE-EM-S3,Electrical Machine,26,60,27,56,9,{ifingroup WBBTE_ETCE-EM-S3}This Course is designed according to the syllabus of 'ETCE-EM-S3: Electrical Machine' paper of WBBTE. This Course comprises of 26 Topics. 60 Outcomes are taught in approx 27 hours.{/ifingroup},,
,,,DLBTE,EE-531,DLBTE_EE-531,Electrical Machines - II,38,84,25,87,13,{ifingroup DLBTE_EE-531}This Course is designed according to the syllabus of 'EE-531: Electrical Machines - II' paper of DLBTE. This Course comprises of 38 Topics. 84 Outcomes are taught in approx 25 hours.{/ifingroup},,
,,,GJBTE,3340901,GJBTE_3340901,Polyphase Transformers and Rotating AC Machines,39,91,28,91,13,{ifingroup GJBTE_3340901}This Course is designed according to the syllabus of '3340901: Polyphase Transformers and Rotating AC Machines' paper of GJBTE. This Course comprises of 39 Topics. 91 Outcomes are taught in approx 28 hours.{/ifingroup},,
,,,HRBTE,5.1,HRBTE_5.1,Electrical Machines - II,40,89,25,92,13,{ifingroup HRBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of HRBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup},,
,,,MHBTE,22523,MHBTE_22523,Industrial AC Machines,34,79,22,81,10,{ifingroup MHBTE_22523}This Course is designed according to the syllabus of '22523: Industrial AC Machines' paper of MHBTE. This Course comprises of 34 Topics. 79 Outcomes are taught in approx 22 hours.{/ifingroup},,
,,,MPBTE,401,MPBTE_401,Electrical Machines - II,36,81,23,85,11,{ifingroup MPBTE_401}This Course is designed according to the syllabus of '401: Electrical Machines - II' paper of MPBTE. This Course comprises of 36 Topics. 81 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,PBBTE,5.1,PBBTE_5.1,Electrical Machines - II,21,47,12,48,7,{ifingroup PBBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of PBBTE. This Course comprises of 21 Topics. 47 Outcomes are taught in approx 12 hours.{/ifingroup},,
,,,RJBTE,EE-306,RJBTE_EE-306,Electrical Machines - II,44,92,26,95,13,{ifingroup RJBTE_EE-306}This Course is designed according to the syllabus of 'EE-306: Electrical Machines - II' paper of RJBTE. This Course comprises of 44 Topics. 92 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,UPBTE,5.4,UPBTE_5.4,Electrical Machines - II,40,89,25,92,13,{ifingroup UPBTE_5.4}This Course is designed according to the syllabus of '5.4: Electrical Machines - II' paper of UPBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup},,
,,,WBBTE,EE-S4-EM-II,WBBTE_EE-S4-EM-II,Electrical Machine – II,39,88,25,92,13,{ifingroup WBBTE_EE-S4-EM-II}This Course is designed according to the syllabus of 'EE-S4-EM-II: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup},,
,,,WBBTE,EEE-EM-S4,WBBTE_EEE-EM-S4,Electrical Machine – II,39,88,25,92,13,{ifingroup WBBTE_EEE-EM-S4}This Course is designed according to the syllabus of 'EEE-EM-S4: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup},,
8,Basic Electrical Engineering,v2ldt-bee,DLBTE,ES-122,DLBTE_ES-122,Basic Electricity,35,58,19,71,13,{ifingroup DLBTE_ES-122}This Course is designed according to the syllabus of 'ES-122: Basic Electricity' paper of DLBTE. This Course comprises of 35 Topics. 58 Outcomes are taught in approx 19 hours.{/ifingroup},"{ifingroup DLBTE_ES-122}This Course is designed according to the syllabus of 'ES-122: Basic Electricity' paper of DLBTE. This Course comprises of 35 Topics. 58 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 54 Topics. 145 Outcomes are taught in approx 48 hours.{/ifingroup}{ifingroup DLBTE_EE-330}This Course is designed according to the syllabus of 'EE-330: Electrical Science' paper of DLBTE. This Course comprises of 31 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup DLBTE_4}This Course is designed according to the syllabus of '4: Electrical Engineering' paper of DLBTE. This Course comprises of 40 Topics. 80 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup GJBTE_3320901}This Course is designed according to the syllabus of '3320901: Basic of Electrical Engineering' paper of GJBTE. This Course comprises of 46 Topics. 93 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup GJBTE_3320903}This Course is designed according to the syllabus of '3320903: D.C. Circuits' paper of GJBTE. This Course comprises of 29 Topics. 62 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup HRBTE_1.5}This Course is designed according to the syllabus of '1.5: Fundamental of Electrical and Electronics Engineering' paper of HRBTE. This Course comprises of 98 Topics. 208 Outcomes are taught in approx 74 hours.{/ifingroup}{ifingroup MHBTE_22215}This Course is designed according to the syllabus of '22215: Elements of Electrical Engineering' paper of MHBTE. This Course comprises of 46 Topics. 82 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup MHBTE_22212}This Course is designed according to the syllabus of '22212: Fundamentals of Electrical Engineering' paper of MHBTE. This Course comprises of 23 Topics. 39 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup MPBTE_301}This Course is designed according to the syllabus of '301: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup MPBTE_303-BEEM}This Course is designed according to the syllabus of '303-BEEM: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup MPBTE_204}This Course is designed according to the syllabus of '204: Basic Electrical, Electronics & Measurement' paper of MPBTE. This Course comprises of 63 Topics. 154 Outcomes are taught in approx 55 hours.{/ifingroup}{ifingroup PBBTE_2.5}This Course is designed according to the syllabus of '2.5: Basic Electrical Engineering' paper of PBBTE. This Course comprises of 43 Topics. 77 Outcomes are taught in approx 24 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Fundamentals of Electrical Engineering' paper of PBBTE. This Course comprises of 36 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup RJBTE_EE-203}This Course is designed according to the syllabus of 'EE-203: Basic Electrical Engineering' paper of RJBTE. This Course comprises of 44 Topics. 51 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup UPBTE_3.2}This Course is designed according to the syllabus of '3.2: Electrical Engineering-II' paper of UPBTE. This Course comprises of 50 Topics. 124 Outcomes are taught in approx 40 hours.{/ifingroup}{ifingroup UPBTE_2.3-BEE}This Course is designed according to the syllabus of '2.3-BEE: Basic Electrical Engineering' paper of UPBTE. This Course comprises of 49 Topics. 92 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup UPBTE_2.3-BEEE}This Course is designed according to the syllabus of '2.3-BEEE: Basics of Electrical and Electronics Engineering' paper of UPBTE. This Course comprises of 60 Topics. 142 Outcomes are taught in approx 50 hours.{/ifingroup}{ifingroup WBBTE_6}This Course is designed according to the syllabus of '6: Electrical Technology' paper of WBBTE. This Course comprises of 56 Topics. 94 Outcomes are taught in approx 34 hours.{/ifingroup}","{ifingroup DLBTE_ES-122}This Course is designed according to the syllabus of 'ES-122: Basic Electricity' paper of DLBTE. This Course comprises of 35 Topics. 58 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 54 Topics. 145 Outcomes are taught in approx 48 hours.{/ifingroup}{ifingroup DLBTE_EE-330}This Course is designed according to the syllabus of 'EE-330: Electrical Science' paper of DLBTE. This Course comprises of 31 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup DLBTE_4}This Course is designed according to the syllabus of '4: Electrical Engineering' paper of DLBTE. This Course comprises of 40 Topics. 80 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup GJBTE_3320901}This Course is designed according to the syllabus of '3320901: Basic of Electrical Engineering' paper of GJBTE. This Course comprises of 46 Topics. 93 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup GJBTE_3320903}This Course is designed according to the syllabus of '3320903: D.C. Circuits' paper of GJBTE. This Course comprises of 29 Topics. 62 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup HRBTE_1.5}This Course is designed according to the syllabus of '1.5: Fundamental of Electrical and Electronics Engineering' paper of HRBTE. This Course comprises of 98 Topics. 208 Outcomes are taught in approx 74 hours.{/ifingroup}{ifingroup MHBTE_22215}This Course is designed according to the syllabus of '22215: Elements of Electrical Engineering' paper of MHBTE. This Course comprises of 46 Topics. 82 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup MHBTE_22212}This Course is designed according to the syllabus of '22212: Fundamentals of Electrical Engineering' paper of MHBTE. This Course comprises of 23 Topics. 39 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup MPBTE_301}This Course is designed according to the syllabus of '301: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup MPBTE_303}This Course is designed according to the syllabus of '303: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup MPBTE_204}This Course is designed according to the syllabus of '204: Basic Electrical, Electronics & Measurement' paper of MPBTE. This Course comprises of 63 Topics. 154 Outcomes are taught in approx 55 hours.{/ifingroup}{ifingroup PBBTE_2.5}This Course is designed according to the syllabus of '2.5: Basic Electrical Engineering' paper of PBBTE. This Course comprises of 43 Topics. 77 Outcomes are taught in approx 24 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Fundamentals of Electrical Engineering' paper of PBBTE. This Course comprises of 36 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup}{ifingroup RJBTE_EE-203}This Course is designed according to the syllabus of 'EE-203: Basic Electrical Engineering' paper of RJBTE. This Course comprises of 44 Topics. 51 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup UPBTE_3.2}This Course is designed according to the syllabus of '3.2: Electrical Engineering-II' paper of UPBTE. This Course comprises of 50 Topics. 124 Outcomes are taught in approx 40 hours.{/ifingroup}{ifingroup UPBTE_2.3}This Course is designed according to the syllabus of '2.3: Basic Electrical Engineering' paper of UPBTE. This Course comprises of 49 Topics. 92 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup UPBTE_2.3}This Course is designed according to the syllabus of '2.3: Basics of Electrical and Electronics Engineering' paper of UPBTE. This Course comprises of 60 Topics. 142 Outcomes are taught in approx 50 hours.{/ifingroup}{ifingroup WBBTE_6}This Course is designed according to the syllabus of '6: Electrical Technology' paper of WBBTE. This Course comprises of 56 Topics. 94 Outcomes are taught in approx 34 hours.{/ifingroup}"
,,,DLBTE,ES-222,DLBTE_ES-222,Electrical Engineering,54,145,48,142,18,{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 54 Topics. 145 Outcomes are taught in approx 48 hours.{/ifingroup},,
,,,DLBTE,EE-330,DLBTE_EE-330,Electrical Science,31,67,21,78,14,{ifingroup DLBTE_EE-330}This Course is designed according to the syllabus of 'EE-330: Electrical Science' paper of DLBTE. This Course comprises of 31 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup},,
,,,DLBTE,4,DLBTE_4,Electrical Engineering,40,80,26,92,15,{ifingroup DLBTE_4}This Course is designed according to the syllabus of '4: Electrical Engineering' paper of DLBTE. This Course comprises of 40 Topics. 80 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,GJBTE,3320901,GJBTE_3320901,Basic of Electrical Engineering,46,93,32,101,15,{ifingroup GJBTE_3320901}This Course is designed according to the syllabus of '3320901: Basic of Electrical Engineering' paper of GJBTE. This Course comprises of 46 Topics. 93 Outcomes are taught in approx 32 hours.{/ifingroup},,
,,,GJBTE,3320903,GJBTE_3320903,D.C. Circuits,29,62,19,73,13,{ifingroup GJBTE_3320903}This Course is designed according to the syllabus of '3320903: D.C. Circuits' paper of GJBTE. This Course comprises of 29 Topics. 62 Outcomes are taught in approx 19 hours.{/ifingroup},,
,,,HRBTE,1.5,HRBTE_1.5,Fundamental of Electrical and Electronics Engineering,98,208,74,234,36,{ifingroup HRBTE_1.5}This Course is designed according to the syllabus of '1.5: Fundamental of Electrical and Electronics Engineering' paper of HRBTE. This Course comprises of 98 Topics. 208 Outcomes are taught in approx 74 hours.{/ifingroup},,
,,,MHBTE,22215,MHBTE_22215,Elements of Electrical Engineering,46,82,30,86,13,{ifingroup MHBTE_22215}This Course is designed according to the syllabus of '22215: Elements of Electrical Engineering' paper of MHBTE. This Course comprises of 46 Topics. 82 Outcomes are taught in approx 30 hours.{/ifingroup},,
,,,MHBTE,22212,MHBTE_22212,Fundamentals of Electrical Engineering,23,39,13,47,7,{ifingroup MHBTE_22212}This Course is designed according to the syllabus of '22212: Fundamentals of Electrical Engineering' paper of MHBTE. This Course comprises of 23 Topics. 39 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,MPBTE,303-BEE,MPBTE_303-BEE,Basic Electrical Engineering,48,111,37,116,16,{ifingroup MPBTE_303-BEE}This Course is designed according to the syllabus of '303-BEE: Basic Electrical Engineering' paper of MPBTE. This Course comprises of 48 Topics. 111 Outcomes are taught in approx 37 hours.{/ifingroup},,
,,,MPBTE,301,MPBTE_301,Basic Electrical Engineering & Materials,33,61,21,70,12,{ifingroup MPBTE_301}This Course is designed according to the syllabus of '301: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup},,
,,,MPBTE,303-BEEM,MPBTE_303-BEEM,Basic Electrical Engineering & Materials,33,61,21,70,12,{ifingroup MPBTE_303-BEEM}This Course is designed according to the syllabus of '303-BEEM: Basic Electrical Engineering & Materials' paper of MPBTE. This Course comprises of 33 Topics. 61 Outcomes are taught in approx 21 hours.{/ifingroup},,
,,,MPBTE,204,MPBTE_204,"Basic Electrical, Electronics & Measurement",63,154,55,169,24,"{ifingroup MPBTE_204}This Course is designed according to the syllabus of '204: Basic Electrical, Electronics & Measurement' paper of MPBTE. This Course comprises of 63 Topics. 154 Outcomes are taught in approx 55 hours.{/ifingroup}",,
,,,PBBTE,2.5,PBBTE_2.5,Basic Electrical Engineering,43,77,24,90,15,{ifingroup PBBTE_2.5}This Course is designed according to the syllabus of '2.5: Basic Electrical Engineering' paper of PBBTE. This Course comprises of 43 Topics. 77 Outcomes are taught in approx 24 hours.{/ifingroup},,
,,,PBBTE,3.1,PBBTE_3.1,Fundamentals of Electrical Engineering,36,67,21,79,15,{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Fundamentals of Electrical Engineering' paper of PBBTE. This Course comprises of 36 Topics. 67 Outcomes are taught in approx 21 hours.{/ifingroup},,
,,,RJBTE,EE-203,RJBTE_EE-203,Basic Electrical Engineering,44,51,15,59,11,{ifingroup RJBTE_EE-203}This Course is designed according to the syllabus of 'EE-203: Basic Electrical Engineering' paper of RJBTE. This Course comprises of 44 Topics. 51 Outcomes are taught in approx 15 hours.{/ifingroup},,
,,,UPBTE,3.2,UPBTE_3.2,Electrical Engineering-II,50,124,40,125,18,{ifingroup UPBTE_3.2}This Course is designed according to the syllabus of '3.2: Electrical Engineering-II' paper of UPBTE. This Course comprises of 50 Topics. 124 Outcomes are taught in approx 40 hours.{/ifingroup},,
,,,UPBTE,2.3-BEE,UPBTE_2.3-BEE,Basic Electrical Engineering,49,92,28,108,19,{ifingroup UPBTE_2.3-BEE}This Course is designed according to the syllabus of '2.3-BEE: Basic Electrical Engineering' paper of UPBTE. This Course comprises of 49 Topics. 92 Outcomes are taught in approx 28 hours.{/ifingroup},,
,,,UPBTE,2.3-BEEE,UPBTE_2.3-BEEE,Basics of Electrical and Electronics Engineering,60,142,50,160,25,{ifingroup UPBTE_2.3-BEEE}This Course is designed according to the syllabus of '2.3-BEEE: Basics of Electrical and Electronics Engineering' paper of UPBTE. This Course comprises of 60 Topics. 142 Outcomes are taught in approx 50 hours.{/ifingroup},,
,,,WBBTE,6,WBBTE_6,Electrical Technology,56,94,34,102,16,{ifingroup WBBTE_6}This Course is designed according to the syllabus of '6: Electrical Technology' paper of WBBTE. This Course comprises of 56 Topics. 94 Outcomes are taught in approx 34 hours.{/ifingroup},,
